navn;Antall;
2232 NERHUS;285;
2233 MILLER;285;
2234 FANEBUST;285;
2235 ENGELAND;285;
2236 ÅRNES;284;
2237 WILLASSEN;284;
2238 VORLAND;284;
2239 VIKØREN;284;
2240 SØILAND;284;
2241 SANDER;284;
2242 REYES;284;
2243 MONG;284;
2244 JØSSANG;284;
2245 HEMMINGSEN;284;
2246 HEGDAL;284;
2247 HALLELAND;284;
2248 FIGENSCHOU;284;
2249 BØRSTAD;284;
2250 BACKE;284;
2251 ULVUND;283;
2252 TETLIE;283;
2253 MOKSNES;283;
2254 LØVLIEN;283;
2255 HELLEREN;283;
2256 FRAMNES;283;
2257 FARDAL;283;
2258 BJØRGO;283;
2259 AARUM;283;
2260 ØYAN;282;
2261 SLEIRE;282;
2262 SJØGREN;282;
2263 SAKARIASSEN;282;
2264 NYSTED;282;
2265 NYBAKKEN;282;
2266 NEVLAND;282;
2267 LILLETVEDT;282;
2268 LEIRA;282;
2269 HAVER;282;
2270 GRUE;282;
2271 GROTH;282;
2272 THYGESEN;281;
2273 THORUD;281;
2274 SAASTAD;281;
2275 REPSTAD;281;
2276 KOLBJØRNSEN;281;
2277 FOSSHAUG;281;
2278 EVENSTAD;281;
2279 BRODAHL;281;
2280 NORMAN;280;
2281 NORLI;280;
2282 MANDAL;280;
2283 LINGE;280;
2284 GRØNBECH;280;
2285 BU;280;
2286 BRUNVOLL;280;
2287 BECKER;280;
2288 VATLE;279;
2289 SKRÅMESTØ;279;
2290 SKADBERG;279;
2291 SANDSMARK;279;
2292 ROGNES;279;
2293 OMMEDAL;279;
2294 MUREN;279;
2295 LUDVIKSEN;279;
2296 LINDAL;279;
2297 GJERDRUM;279;
2298 GAUSDAL;279;
2299 FUGLERUD;279;
2300 FRØILAND;279;
2301 BROBAKKEN;279;
2302 BORCHGREVINK;279;
2303 TRENGEREID;278;
2304 SPARBY;278;
2305 RISHAUG;278;
2306 RINGHEIM;278;
2307 LOMELAND;278;
2308 FALK;278;
2309 ENDAL;278;
2310 ARSHAD;278;
2311 ABRAHA;278;
2312 TRULSEN;277;
2313 SMØRDAL;277;
2314 SANDERSEN;277;
2315 MEIER;277;
2316 MEEK;277;
2317 GRAV;277;
2318 FIDJE;277;
2319 DYRSETH;277;
2320 DRIVENES;277;
2321 BORGAN;277;
2322 BAUER;277;
2323 WOJCIK;276;
2324 STYVE;276;
2325 SELJESETH;276;
2326 RIST;276;
2327 RIISER;276;
2328 RAFOSS;276;
2329 NEVERDAL;276;
2330 LIENG;276;
2331 HØLLAND;276;
2332 GRØNENG;276;
2333 FONN;276;
2334 BALSTAD;276;
2335 VEDÅ;275;
2336 SUNDSETH;275;
2337 RØYSLAND;275;
2338 RÅNES;275;
2339 RYENG;275;
2340 MEISINGSET;275;
2341 KOPPANG;275;
2342 IDSØE;275;
2343 HELGESTAD;275;
2344 HATLEVIK;275;
2345 HALDEN;275;
2346 HAGLAND;275;
2347 GÅSLAND;275;
2348 GRINDHAUG;275;
2349 EIDET;275;
2350 BERGQUIST;275;
2351 WIKEN;274;
2352 ULLEBERG;274;
2353 TORLAND;274;
2354 SÆTERNES;274;
2355 RØMO;274;
2356 RUNDE;274;
2357 HAUGUM;274;
2358 FLØTRE;274;
2359 EKRE;274;
2360 DEVOLD;274;
2361 BREDAL;274;
2362 AURDAL;274;
2363 RØNNE;273;
2364 NORDMARK;273;
2365 NATLAND;273;
2366 LEKVEN;273;
2367 KONGSVIK;273;
2368 HARNES;273;
2369 VALSETH;272;
2370 TAKSDAL;272;
2371 SØRLAND;272;
2372 SØGÅRD;272;
2373 NATVIK;272;
2374 NATVIG;272;
2375 MOLVÆR;272;
2376 LUNDAL;272;
2377 KVERNELAND;272;
2378 KOWALCZYK;272;
2379 GIÆVER;272;
2380 BERGO;272;
2381 ÅRSETH;271;
2382 VILLANGER;271;
2383 TARANGER;271;
2384 SØGAARD;271;
2385 SÆTERBØ;271;
2386 STÅLESEN;271;
2387 NORDLIEN;271;
2388 MOLDE;271;
2389 MAURSTAD;271;
2390 LYSGÅRD;271;
2391 LIABØ;271;
2392 JOAKIMSEN;271;
2393 DYRØY;271;
2394 ANTI;271;
2395 ØVERENG;270;
2396 VALLAND;270;
2397 STOKLAND;270;
2398 SOLSTRAND;270;
2399 SLETTE;270;
2400 RØISE;270;
2401 MARTENS;270;
2402 KIRKNES;270;
2403 KIRKERUD;270;
2404 KASIN;270;
2405 HANNISDAL;270;
2406 BRUHEIM;270;
2407 STENVIK;269;
2408 SAGBAKKEN;269;
2409 RAMSDAL;269;
2410 NESLAND;269;
2411 MOSENG;269;
2412 MOHOLT;269;
2413 MELSOM;269;
2414 LINDVIK;269;
2415 KIRKHUS;269;
2416 HEGGEDAL;269;
2417 HAUGSVÆR;269;
2418 GJESTVANG;269;
2419 FLØNES;269;
2420 FISKÅ;269;
2421 SKÅRE;268;
2422 SANDVOLL;268;
2423 NORDANG;268;
2424 LANDRØ;268;
2425 HEPSØ;268;
2426 BASTIANSEN;268;
2427 AGLEN;268;
2428 ØVRELID;267;
2429 YTTERVIK;267;
2430 SLYNGSTAD;267;
2431 SKOVLY;267;
2432 NETELAND;267;
2433 NERHEIM;267;
2434 LOPEZ;267;
2435 KYDLAND;267;
2436 KVAMSDAL;267;
2437 HJELDE;267;
2438 GUTTORM;267;
2439 STAFF;266;
2440 NARUM;266;
2441 KJELDSBERG;266;
2442 HOSETH;266;
2443 HILSTAD;266;
2444 HELSET;266;
2445 FOSSMO;266;
2446 FAGERMO;266;
2447 BJORØY;266;
2448 AABY;266;
2449 TYSNES;265;
2450 SJØEN;265;
2451 SIKVELAND;265;
2452 ROVIK;265;
2453 NORDGAARD;265;
2454 NAZARI;265;
2455 KJÆRVIK;265;
2456 HABBERSTAD;265;
2457 GRØNN;265;
2458 FAGERVIK;265;
2459 BARTNES;265;
2460 RØKENES;264;
2461 LØVLIE;264;
2462 LEREN;264;
2463 KARLSON;264;
2464 HØGBERG;264;
2465 HOLTA;264;
2466 GJERSØE;264;
2467 GJENGEDAL;264;
2468 FØLSTAD;264;
2469 FINNERUD;264;
2470 AAGESEN;264;
2471 STRANDHEIM;263;
2472 STAVLAND;263;
2473 SKAUGEN;263;
2474 SINNES;263;
2475 RØST;263;
2476 LINDQUIST;263;
2477 LILLEÅS;263;
2478 KLØVSTAD;263;
2479 HILDRUM;263;
2480 BØTHUN;263;
2481 ØVSTHUS;262;
2482 TUNGLAND;262;
2483 TAKLE;262;
2484 SØBSTAD;262;
2485 RUSTAND;262;
2486 HAUGO;262;
2487 HARTVIKSEN;262;
2488 GREBSTAD;262;
2489 FRETHEIM;262;
2490 CARLSON;262;
2491 AANERUD;262;
2492 VIST;261;
2493 VESTLY;261;
2494 STORHEIM;261;
2495 STORDAHL;261;
2496 STOKKAN;261;
2497 SKANSEN;261;
2498 RYSTAD;261;
2499 PARVEEN;261;
2500 NORDLAND;261;
2501 LEVANG;261;
2502 KVALØ;261;
2503 KLEV;261;
2504 KJELSRUD;261;
2505 KIM;261;
2506 HØGLI;261;
2507 HEIMSTAD;261;
2508 HALVORSRUD;261;
2509 FIMREITE;261;
2510 ERNSTSEN;261;
2511 DIGRE;261;
2512 ALSVIK;261;
2513 YANG;260;
2514 STORMOEN;260;
2515 SALBERG;260;
2516 RØRTVEIT;260;
2517 LINDANGER;260;
2518 LANGFELDT;260;
2519 LANGEDAL;260;
2520 KAYA;260;
2521 IDSØ;260;
2522 HAGOS;260;
2523 FØRRE;260;
2524 EMBLEM;260;
2525 BAKKEHAUG;260;
2526 AUKLAND;260;
2527 THRANE;259;
2528 SØRMO;259;
2529 SKRAMSTAD;259;
2530 SCHEIE;259;
2531 RAHMAN;259;
2532 MILJETEIG;259;
2533 HORDVIK;259;
2534 HELLA;259;
2535 GUNNES;259;
2536 FRØYSTAD;259;
2537 FOLLAND;259;
2538 BELSVIK;259;
2539 AASBERG;259;
2540 WAGNER;258;
2541 TODNEM;258;
2542 TJØSVOLL;258;
2543 SLÅTTEN;258;
2544 RAZA;258;
2545 MARSTEIN;258;
2546 LINDHOLM;258;
2547 FAGERHAUG;258;
2548 EKELUND;258;
2549 DOAN;258;
2550 DEVIK;258;
2551 ØVSTEBØ;257;
2552 ÅNENSEN;257;
2553 WIKSTRØM;257;
2554 WIKLUND;257;
2555 VONHEIM;257;
2556 TRONRUD;257;
2557 SKJEVIK;257;
2558 ROEN;257;
2559 RANUM;257;
2560 OLIVERSEN;257;
2561 NORDLUND;257;
2562 KROGSÆTER;257;
2563 KOWALSKI;257;
2564 INDERGÅRD;257;
2565 GJØNNES;257;
2566 FLATØY;257;
2567 ELDEN;257;
2568 ÅKRE;256;
2569 WRIGHT;256;
2570 SAGSTUEN;256;
2571 NEGÅRD;256;
2572 LUNDQUIST;256;
2573 LINDÅS;256;
2574 LEIRVÅG;256;
2575 LANGAAS;256;
2576 JUSTAD;256;
2577 HUSUM;256;
2578 HEGRE;256;
2579 FURSET;256;
2580 BRINGEDAL;256;
2581 VESTRHEIM;255;
2582 STAVNES;255;
2583 SKRETTEBERG;255;
2584 SKOGVOLD;255;
2585 PAUS;255;
2586 ONSTAD;255;
2587 HORNTVEDT;255;
2588 HELLSTRØM;255;
2589 HAMID;255;
2590 BRATTÅS;255;
2591 ZIMMERMANN;254;
2592 SKARSTAD;254;
2593 RAVNÅS;254;
2594 PRESTHUS;254;
2595 MELUM;254;
2596 LEHNE;254;
2597 HØIBERG;254;
2598 GJELSTEN;254;
2599 DYRHAUG;254;
2600 BRUNBORG;254;
2601 VEVLE;253;
2602 STOKSTAD;253;
2603 SEPPOLA;253;
2604 NUUR;253;
2605 MYRENE;253;
2606 MIDTSKOGEN;253;
2607 JAFARI;253;
2608 HAUKENES;253;
2609 GLAD;253;
2610 CAPPELEN;253;
2611 BJØRKMO;253;
2612 BALLESTAD;253;
2613 TRÆET;252;
2614 TRANA;252;
2615 SVENKERUD;252;
2616 RØGEBERG;252;
2617 REZAI;252;
2618 RAA;252;
2619 OHNSTAD;252;
2620 NJÆRHEIM;252;
2621 MERKESDAL;252;
2622 HØGLUND;252;
2623 HEIM;252;
2624 GRØNVIK;252;
2625 EKELI;252;
2626 DJØNNE;252;
2627 BERGSENG;252;
2628 BARKA;252;
2629 WOLLAN;251;
2630 NESSA;251;
2631 MELGÅRD;251;
2632 LOKØY;251;
2633 LILLEMO;251;
2634 KJØLBERG;251;
2635 HERHEIM;251;
2636 HAGBERG;251;
2637 EVJU;251;
2638 CELIUS;251;
2639 BUENE;251;
2640 BJØRNØ;251;
2641 ASKILDSEN;251;
2642 SØNSTERUD;250;
2643 SVÆREN;250;
2644 MORLAND;250;
2645 LØKKEBERG;250;
2646 ISDAHL;250;
2647 HJELM;250;
2648 HAMMEREN;250;
2649 FADNES;250;
2650 AURSTAD;250;
2651 WIBE;249;
2652 THOEN;249;
2653 SKRAM;249;
2654 SKJERVOLD;249;
2655 PILSKOG;249;
2656 MELLEMSTRAND;249;
2657 JOSDAL;249;
2658 HADDAL;249;
2659 ERIKSRUD;249;
2660 BUAN;249;
2661 ÅNESTAD;248;
2662 ULVIK;248;
2663 TOKLE;248;
2664 SKJELVIK;248;
2665 SELLÆG;248;
2666 OPPEGAARD;248;
2667 MOSSIGE;248;
2668 MAZUR;248;
2669 LIVERØD;248;
2670 HØGÅS;248;
2671 HARTVEIT;248;
2672 HAIDARI;248;
2673 HAGELAND;248;
2674 AAM;248;
2675 TODAL;247;
2676 SÆTREN;247;
2677 SVANBERG;247;
2678 SOLTVEIT;247;
2679 SMISTAD;247;
2680 SKAVHAUG;247;
2681 ROSSEBØ;247;
2682 RIMSTAD;247;
2683 ORRE;247;
2684 NEDREGÅRD;247;
2685 MIKAELSEN;247;
2686 LEIKNES;247;
2687 KORSVIK;247;
2688 HUSTVEIT;247;
2689 HILDE;247;
2690 GUNNERØD;247;
2691 GRØNDAL;247;
2692 AHMADZAI;247;
2693 WESTBERG;246;
2694 UTHUS;246;
2695 STØRDAL;246;
2696 LILLELAND;246;
2697 KVINNESLAND;246;
2698 KVANDAL;246;
2699 KLEPPA;246;
2700 KAUPANG;246;
2701 ISSA;246;
2702 HØYDAHL;246;
2703 HJORTH;246;
2704 HINNA;246;
2705 FURUHEIM;246;
2706 ELVENES;246;
2707 BREKKA;246;
2708 AZIZI;246;
2709 ØSTERUD;245;
2710 WICKSTRØM;245;
2711 WAHLSTRØM;245;
2712 VIKANES;245;
2713 RØRSTAD;245;
2714 RUE;245;
2715 OTERHALS;245;
2716 HODNELAND;245;
2717 GULDBERG;245;
2718 FAGERÅS;245;
2719 ASGHAR;245;
2720 ØIESTAD;244;
2721 WESTERLUND;244;
2722 WALSETH;244;
2723 VESTØL;244;
2724 TESSEM;244;
2725 OPHUS;244;
2726 OLSRUD;244;
2727 NÆRØ;244;
2728 NYSETH;244;
2729 MARVIK;244;
2730 LIDAL;244;
2731 LEIVESTAD;244;
2732 IDEN;244;
2733 HYLLAND;244;
2734 HUSTOFT;244;
2735 HERNÆS;244;
2736 GJØSUND;244;
2737 BRÆNDEN;244;
2738 WU;243;
2739 WISLØFF;243;
2740 WESTERHEIM;243;
2741 VETRHUS;243;
2742 UTGÅRD;243;
2743 SYLTA;243;
2744 SKOTTE;243;
2745 SKJÆRSTAD;243;
2746 SELLEVOLD;243;
2747 LYNUM;243;
2748 LEHN;243;
2749 HAUKEDAL;243;
2750 GRØNLIE;243;
2751 GARSHOL;243;
2752 BERGTUN;243;
2753 ÅS;242;
2754 VALLA;242;
2755 SØDERHOLM;242;
2756 SOLEVÅG;242;
2757 SNEVE;242;
2758 SKINNES;242;
2759 OLESEN;242;
2760 NOME;242;
2761 MIDTHUN;242;
2762 LØTVEIT;242;
2763 HILLEREN;242;
2764 HAVIK;242;
2765 FRØYSA;242;
2766 DRAGLAND;242;
2767 ANGVIK;242;
2768 ALMAAS;242;
2769 SUNDSTRØM;241;
2770 SKÅLEVIK;241;
2771 NORDTØMME;241;
2772 MUNTHE;241;
2773 MAUDAL;241;
2774 HOLLUND;241;
2775 HERVIK;241;
2776 FIDJELAND;241;
2777 EMBERLAND;241;
2778 ARCTANDER;241;
2779 AABEL;241;
2780 WOLFF;240;
2781 WISTH;240;
2782 VIDDAL;240;
2783 TESDAL;240;
2784 RØYLAND;240;
2785 OKSNES;240;
2786 MORADI;240;
2787 MEHARI;240;
2788 KOREN;240;
2789 KIND;240;
2790 HABTE;240;
2791 GRØTAN;240;
2792 FOSSMARK;240;
2793 FAGERENG;240;
2794 EMANUELSEN;240;
2795 BRATVOLD;240;
2796 UTHAUG;239;
2797 SKJOLDEN;239;
2798 SEVALDSEN;239;
2799 LEIDLAND;239;
2800 LANGSET;239;
2801 KVIA;239;
2802 KROGSRUD;239;
2803 HANNESTAD;239;
2804 GRIMSMO;239;
2805 FOLKEDAL;239;
2806 EKSTRØM;239;
2807 VÅGA;238;
2808 SKEVIK;238;
2809 RONGVED;238;
2810 REMMEN;238;
2811 MÆLE;238;
2812 MALMEDAL;238;
2813 LØCHEN;238;
2814 HALSEN;238;
2815 BAKKEJORD;238;
2816 ARIF;238;
2817 AARFLOT;238;
2818 AA;238;
2819 TJELLE;237;
2820 SYSTAD;237;
2821 SUHR;237;
2822 SELSTAD;237;
2823 NERLI;237;
2824 MONGSTAD;237;
2825 MEDHUS;237;
2826 GRØNNESTAD;237;
2827 GRØNHAUG;237;
2828 FYHN;237;
2829 BÆRHEIM;237;
2830 BENGTSSON;237;
2831 ABDIRAHMAN;237;
2832 AANSTAD;237;
2833 THORGERSEN;236;
2834 STOKKEN;236;
2835 SKÅRDAL;236;
2836 SJÅVIK;236;
2837 RØYRVIK;236;
2838 RIKSTAD;236;
2839 REFSLAND;236;
2840 PIHL;236;
2841 OSKARSEN;236;
2842 NORDRUM;236;
2843 MELVOLD;236;
2844 HOL;236;
2845 HELLIESEN;236;
2846 GANGSTAD;236;
2847 FOSSNES;236;
2848 ENSRUD;236;
2849 ELDEVIK;236;
2850 EINVIK;236;
2851 CHAN;236;
2852 ØVSTEDAL;235;
2853 VESTNES;235;
2854 VASSDAL;235;
2855 ULSET;235;
2856 TAKVAM;235;
2857 SVILAND;235;
2858 STAVEN;235;
2859 SOMMERVOLD;235;
2860 SKJØNBERG;235;
2861 NYGREN;235;
2862 MEHLUM;235;
2863 GRANNES;235;
2864 BONES;235;
2865 ALNÆS;235;
2866 AANDAL;235;
2867 YTTERSTAD;234;
2868 YILDIRIM;234;
2869 STØRKERSEN;234;
2870 STARHEIM;234;
2871 SKOGSRUD;234;
2872 ROSS;234;
2873 MYRDAL;234;
2874 MEHL;234;
2875 LÅSTAD;234;
2876 LYSHAUG;234;
2877 KLEIVELAND;234;
2878 KJELSTAD;234;
2879 HOLMSTRØM;234;
2880 HOKSTAD;234;
2881 HAMMERØ;234;
2882 ELNES;234;
2883 DYBWAD;234;
2884 BRANDVIK;234;
2885 XU;233;
2886 WEUM;233;
2887 WARHOLM;233;
2888 VALØ;233;
2889 TOKERUD;233;
2890 TAYLOR;233;
2891 SKAGESTAD;233;
2892 OTTEM;233;
2893 MOLTU;233;
2894 LINDQVIST;233;
2895 LAURSEN;233;
2896 GILLEBO;233;
2897 EVANGER;233;
2898 TVERBERG;232;
2899 SELLE;232;
2900 OPHAUG;232;
2901 NAGY;232;
2902 MØRKVED;232;
2903 LØGE;232;
2904 JUELL;232;
2905 GRØNDALEN;232;
2906 FLESLAND;232;
2907 FIGENSCHAU;232;
2908 EGGAN;232;
2909 WELLE;231;
2910 THORSHAUG;231;
2911 SÆVERUD;231;
2912 STRANDBERG;231;
2913 SJØVOLL;231;
2914 SILVA;231;
2915 SALEEM;231;
2916 RISØY;231;
2917 REFSETH;231;
2918 OBRESTAD;231;
2919 MEHMOOD;231;
2920 LØSET;231;
2921 LANGHOLM;231;
2922 HORNNES;231;
2923 GUNNESTAD;231;
2924 GRAVEM;231;
2925 FINNESAND;231;
2926 ALVER;231;
2927 WILLE;230;
2928 TYLDUM;230;
2929 SYED;230;
2930 STØRKSEN;230;
2931 SLETTUM;230;
2932 SKJØLBERG;230;
2933 OPSETH;230;
2934 MJØLHUS;230;
2935 LUNDEBY;230;
2936 LADE;230;
2937 LAASTAD;230;
2938 HOJEM;230;
2939 GLEDITSCH;230;
2940 FERSTAD;230;
2941 ELTVIK;230;
2942 DAHLGREN;230;
2943 ANDVIK;230;
2944 AMBLE;230;
2945 VOLLE;229;
2946 VALDE;229;
2947 TØSSE;229;
2948 TSEGAY;229;
2949 TANG;229;
2950 STOREIDE;229;
2951 SCHANCHE;229;
2952 LU;229;
2953 LIBERG;229;
2954 LENES;229;
2955 KJØRSTAD;229;
2956 HERIGSTAD;229;
2957 HATTELAND;229;
2958 EVJE;229;
2959 ENGLUND;229;
2960 ØISETH;228;
2961 WETTELAND;228;
2962 WALDE;228;
2963 SÆTRA;228;
2964 RØHNE;228;
2965 MYKLEBOST;228;
2966 MALDE;228;
2967 LØVOLL;228;
2968 ESKEDAL;228;
2969 BUGTEN;228;
2970 BODIN;228;
2971 BJØRNØY;228;
2972 AALVIK;228;
2973 WOLDSETH;227;
2974 VEIBY;227;
2975 UNDRUM;227;
2976 UNDERHAUG;227;
2977 THRONDSEN;227;
2978 SUNDGOT;227;
2979 SANDVÆR;227;
2980 NEKSTAD;227;
2981 LOCKERT;227;
2982 KOMMEDAL;227;
2983 KLAKEGG;227;
2984 HÅPNES;227;
2985 HELVIK;227;
2986 FAGERVOLD;227;
2987 BROCH;227;
2988 AASETH;227;
2989 ZIELINSKI;226;
2990 URSIN;226;
2991 TORESEN;226;
2992 THORSØ;226;
2993 SÆLEN;226;
2994 RØISLAND;226;
2995 RIKARDSEN;226;
2996 OLAND;226;
2997 NORENG;226;
2998 NORDERHAUG;226;
2999 MOHAMOUD;226;
3000 MOA;226;
3001 LØDEMEL;226;
3002 LUNDH;226;
3003 LILLEBERG;226;
3004 IDRIS;226;
3005 HVATTUM;226;
3006 GRØTERUD;226;
3007 FAGERBAKKE;226;
3008 BREVIG;226;
3009 BAUSTAD;226;
3010 STEPHANSEN;225;
3011 SKÅRLAND;225;
3012 NEUMANN;225;
3013 KYVIK;225;
3014 KVAME;225;
3015 JAVED;225;
3016 ISDAL;225;
3017 GUNNARSEN;225;
3018 TØNSBERG;224;
3019 THUEN;224;
3020 SJØTHUN;224;
3021 SELDAL;224;
3022 RØV;224;
3023 NODELAND;224;
3024 NAWAZ;224;
3025 NARVESTAD;224;
3026 MOLTEBERG;224;
3027 MANDELID;224;
3028 LUNDEKVAM;224;
3029 JOA;224;
3030 ESTENSEN;224;
3031 EDVARTSEN;224;
3032 DYRKORN;224;
3033 BØRSHEIM;224;
3034 BRASTAD;224;
3035 BERGSVIK;224;
3036 BAY;224;
3037 AKBARI;224;
3038 AABØ;224;
3039 ÅSEBØ;223;
3040 WIE;223;
3041 WEBERG;223;
3042 WALBERG;223;
3043 STORMARK;223;
3044 SKØIEN;223;
3045 SKILLE;223;
3046 SKAARE;223;
3047 SCHJERVEN;223;
3048 SCHANKE;223;
3049 RAMADANI;223;
3050 PAASCHE;223;
3051 NÆS;223;
3052 LJOSLAND;223;
3053 LILLEENG;223;
3054 KLEIV;223;
3055 HASSELBERG;223;
3056 GÅRDEN;223;
3057 GONZALEZ;223;
3058 GJEDREM;223;
3059 BONSAKSEN;223;
3060 ØSTRENG;222;
3061 VANVIK;222;
3062 VAKSDAL;222;
3063 SKAILAND;222;
3064 SEEBERG;222;
3065 SCHIE;222;
3066 RYKKJE;222;
3067 ROGNAN;222;
3068 REKKEDAL;222;
3069 OLSNES;222;
3070 NØTTVEIT;222;
3071 NISSEN;222;
3072 MAGERØY;222;
3073 LAUTEN;222;
3074 LALAND;222;
3075 KARA;222;
3076 HESTETUN;222;
3077 HESKESTAD;222;
3078 GRANMO;222;
3079 GEORGSEN;222;
3080 FØRSUND;222;
3081 EVENRUD;222;
3082 ENGENES;222;
3083 WINGER;221;
3084 WEBER;221;
3085 SVEE;221;
3086 STEINDAL;221;
3087 SANDLAND;221;
3088 RODAL;221;
3089 MUSE;221;
3090 MELBERG;221;
3091 LERØY;221;
3092 KVALØY;221;
3093 KOLLE;221;
3094 KILDAHL;221;
3095 JEPPESEN;221;
3096 JENSRUD;221;
3097 FØRELAND;221;
3098 FAGERTUN;221;
3099 EEG;221;
3100 BRÆKKE;221;
3101 BAKKETUN;221;
3102 UNHJEM;220;
3103 ULLAND;220;
3104 SÆTERMO;220;
3105 SEKKINGSTAD;220;
3106 RÆSTAD;220;
3107 ROSSLAND;220;
3108 ROBBERSTAD;220;
3109 OMDAHL;220;
3110 LINDGAARD;220;
3111 LEIRDAL;220;
3112 LEHMANN;220;
3113 INDAHL;220;
3114 HUANG;220;
3115 HELLESØ;220;
3116 HEISTAD;220;
3117 HASUND;220;
3118 GLOPPEN;220;
3119 FOSEN;220;
3120 FLATMO;220;
3121 FAROOQ;220;
3122 EVERTSEN;220;
3123 DJUVE;220;
3124 DINH;220;
3125 BRUDVIK;220;
3126 BIRKELI;220;
3127 WONG;219;
3128 VEGSUND;219;
3129 TEIG;219;
3130 SARWAR;219;
3131 OPGÅRD;219;
3132 MOLDEN;219;
3133 KVELLO;219;
3134 KARLSTRØM;219;
3135 KAPSTAD;219;
3136 JÅSUND;219;
3137 JORDAN;219;
3138 HOLMØY;219;
3139 HESTENES;219;
3140 GJERMUNDSEN;219;
3141 GIMSE;219;
3142 ENGSTAD;219;
3143 DALSETH;219;
3144 BJØRKHEIM;219;
3145 ØRBECK;218;
3146 WØIEN;218;
3147 WISNIEWSKI;218;
3148 SKOGVOLL;218;
3149 SAMNØY;218;
3150 SALBU;218;
3151 RAKVÅG;218;
3152 LANGØRGEN;218;
3153 KVIEN;218;
3154 KLEIN;218;
3155 JORDALEN;218;
3156 IVANOV;218;
3157 HERDLEVÆR;218;
3158 GJENGSTØ;218;
3159 DRAGESET;218;
3160 BUVARP;218;
3161 YRI;217;
3162 ORVIK;217;
3163 MUGGERUD;217;
3164 MEIDELL;217;
3165 LUNDGÅRD;217;
3166 KJELSBERG;217;
3167 HEGGESTAD;217;
3168 GJERSVIK;217;
3169 GILDE;217;
3170 FJÆR;217;
3171 EIDSVÅG;217;
3172 DERÅS;217;
3173 BRÆKKEN;217;
3174 BJØNNESS;217;
3175 ABDALLA;217;
3176 AAE;217;
3177 SKARSVÅG;216;
3178 SJAASTAD;216;
3179 SANDHÅLAND;216;
3180 NØRSTEBØ;216;
3181 NORDSKAG;216;
3182 MYRENG;216;
3183 HEVRØY;216;
3184 HARKESTAD;216;
3185 FRØSHAUG;216;
3186 FOLDNES;216;
3187 BREILAND;216;
3188 VADSETH;215;
3189 SÆLAND;215;
3190 SVIHUS;215;
3191 STAVENES;215;
3192 SOLBU;215;
3193 OSHAUG;215;
3194 HOP;215;
3195 GJERULDSEN;215;
3196 FALKENBERG;215;
3197 EINAN;215;
3198 AMDAM;215;
3199 AMDAHL;215;
3200 ØLBERG;214;
3201 ØKSENDAL;214;
3202 WIST;214;
3203 VIKANE;214;
3204 ULVIN;214;
3205 ULLESTAD;214;
3206 STRØMSVÅG;214;
3207 SKOMEDAL;214;
3208 SKJEGGESTAD;214;
3209 NATÅS;214;
3210 MØRLAND;214;
3211 HOVD;214;
3212 HJULSTAD;214;
3213 HAUGLID;214;
3214 GUSSIÅS;214;
3215 BORSHEIM;214;
3216 ARNEVIK;214;
3217 YOHANNES;213;
3218 SVANEVIK;213;
3219 SOMBY;213;
3220 SOLOMON;213;
3221 SMELAND;213;
3222 SKURDAL;213;
3223 RUDOLFSEN;213;
3224 RESELL;213;
3225 OWREN;213;
3226 OVERVIK;213;
3227 MOSTUE;213;
3228 LOEN;213;
3229 HARSVIK;213;
3230 HAARSTAD;213;
3231 GULLI;213;
3232 GRINDEN;213;
3233 FRIVOLD;213;
3234 FJÆREIDE;213;
3235 FINNØY;213;
3236 EKKER;213;
3237 BAKKELUND;213;
3238 ANDORSEN;213;
3239 ÅMODT;212;
3240 TENOLD;212;
3241 STOKKENES;212;
3242 OPPEGÅRD;212;
3243 NAALSUND;212;
3244 MÆHRE;212;
3245 MUHAMMAD;212;
3246 MJÅNES;212;
3247 KVISTAD;212;
3248 KULSETH;212;
3249 HOFTUN;212;
3250 GUNNARSSON;212;
3251 GRØNLIEN;212;
3252 FYKSE;212;
3253 FLATAKER;212;
3254 BARMEN;212;
3255 AARSAND;212;
3256 ØSTLUND;211;
3257 ØSTENSTAD;211;
3258 STORSVE;211;
3259 STENSTAD;211;
3260 RØSTEN;211;
3261 RYNNING;211;
3262 NYSTRAND;211;
3263 NELSON;211;
3264 LAUSUND;211;
3265 KVINLAUG;211;
3266 KLUNGTVEIT;211;
3267 KJÆRLAND;211;
3268 KIBSGAARD;211;
3269 HUSABØ;211;
3270 HESSELBERG;211;
3271 GJESTAD;211;
3272 GJERDINGEN;211;
3273 ENES;211;
3274 BRATAAS;211;
3275 BENONISEN;211;
3276 BAKKAN;211;
3277 TANDSTAD;210;
3278 TALBERG;210;
3279 SPILDE;210;
3280 ROMSDAL;210;
3281 RAMFJORD;210;
3282 NERENG;210;
3283 MOLLESTAD;210;
3284 LØVBERG;210;
3285 LILLEHAGEN;210;
3286 LAUVRAK;210;
3287 LAGESEN;210;
3288 INNVÆR;210;
3289 IHLEN;210;
3290 BRUDEVOLL;210;
3291 VAA;209;
3292 TVEDTEN;209;
3293 TJØRHOM;209;
3294 SVIGGUM;209;
3295 SKARSHAUG;209;
3296 SJØSTRØM;209;
3297 SANDLI;209;
3298 ROHDE;209;
3299 PLEYM;209;
3300 KVÆRNER;209;
3301 KVAALE;209;
3302 KONGSRUD;209;
3303 KOFOED;209;
3304 JORDHEIM;209;
3305 HANA;209;
3306 GJERVIK;209;
3307 FONNES;209;
